ts,P2O5,SO4,density,Cl
04/04/2024 14:54,16.55,4.35,1.283,29975
04/04/2024 14:44,16.55,4.35,1.283,29975
04/04/2024 14:34,16.55,4.35,1.283,29975
04/04/2024 14:24,16.55,4.35,1.283,29975
04/04/2024 14:14,16.55,4.35,1.283,29975
04/04/2024 14:04,16.55,4.35,1.282,29975
04/04/2024 13:54,16,4.35,1.281,29713
04/04/2024 13:44,16,4.35,1.28,29713
04/04/2024 13:34,16,4.35,1.278,29713
04/04/2024 13:24,16,4.35,1.277,29713
04/04/2024 13:14,16,4.35,1.271,29713
04/04/2024 13:04,16,4.35,1.265,29713
04/04/2024 12:54,16,4.35,1.26,29713
04/04/2024 12:44,16,4.35,1.129,29713
04/04/2024 12:34,16,4.35,1.251,29713
04/04/2024 12:24,16,4.35,1.266,29713
04/04/2024 12:14,16,4.35,1.124,29713
04/04/2024 12:04,16,4.35,1.049,29713
04/04/2024 11:54,16,4.35,1.001,29713
04/04/2024 11:44,16,4.35,1,29713
04/04/2024 11:34,16,4.35,1,29713
04/04/2024 11:24,16,4.35,1,29713
04/04/2024 11:14,16,4.35,1.058,29713
04/04/2024 11:04,16,4.35,1.287,29713
04/04/2024 10:54,16,4.35,1.286,29713
04/04/2024 10:44,16,4.35,1.285,29713
04/04/2024 10:34,16,4.35,1.288,29713
04/04/2024 10:24,16,4.35,1.291,29713
04/04/2024 10:14,16,4.35,1.291,29713
04/04/2024 10:04,16.24,4.35,1.29,29713
04/04/2024 09:54,16.24,4.35,1.29,29713
04/04/2024 09:44,16.24,4.35,1.29,29713
04/04/2024 09:34,16.24,4.35,1.29,29713
04/04/2024 09:24,16.24,4.35,1.29,29713
04/04/2024 09:14,16.24,4.35,1.289,29713
04/04/2024 09:04,16.24,4.35,1.289,29713
04/04/2024 08:54,16.15,4.15,1.289,31385
04/04/2024 08:44,16.15,4.15,1.289,31385
04/04/2024 08:34,16.15,4.15,1.288,31385
04/04/2024 08:24,16.15,4.15,1.288,31385
04/04/2024 08:14,16.15,4.15,1.288,31385
04/04/2024 08:04,16.15,4.15,1.288,31385
04/04/2024 07:54,16.15,4.15,1.289,31385
04/04/2024 07:44,16.15,4.15,1.291,31385
04/04/2024 07:34,16.15,4.15,1.292,31385
04/04/2024 07:24,16.15,4.15,1.292,31385
04/04/2024 07:14,16.15,4.15,1.292,31385
04/04/2024 07:04,16.15,4.15,1.292,31385
04/04/2024 06:54,16.15,4.15,1.291,31385
04/04/2024 06:44,16.15,4.15,1.291,31385
04/04/2024 06:34,16.15,4.15,1.291,31385
04/04/2024 06:24,16.15,4.15,1.291,31385
04/04/2024 06:14,16.15,4.15,1.291,31385
04/04/2024 06:04,16.15,4.15,1.291,31385
04/04/2024 05:54,16.2,4.15,1.29,31385
04/04/2024 05:44,16.2,4.15,1.29,31385
04/04/2024 05:34,16.2,4.15,1.29,31385
04/04/2024 05:24,16.2,4.15,1.29,31385
04/04/2024 05:14,16.2,4.15,1.29,31385
04/04/2024 05:04,16.2,4.15,1.289,31385
04/04/2024 04:54,16.2,4.15,1.289,31385
04/04/2024 04:44,16.2,4.15,1.289,31385
04/04/2024 04:34,16.2,4.15,1.288,31385
04/04/2024 04:24,16.2,4.15,1.288,31385
04/04/2024 04:14,16.2,4.15,1.289,31385
04/04/2024 04:04,16.2,4.15,1.289,31385
04/04/2024 03:54,16.2,4.15,1.289,31385
04/04/2024 03:44,16.2,4.1,1.289,31137
04/04/2024 03:34,16.2,4.1,1.289,31137
04/04/2024 03:24,16.2,4.1,1.289,31137
04/04/2024 03:14,16.2,4.1,1.29,31137
04/04/2024 03:04,16.2,4.1,1.29,31137
04/04/2024 02:54,16.2,4.1,1.29,31137
04/04/2024 02:44,16.2,4.1,1.29,31137
04/04/2024 02:34,16.2,4.1,1.29,31137
04/04/2024 02:24,16.2,4.1,1.291,31137
04/04/2024 02:14,16.2,4.1,1.291,31137
04/04/2024 02:04,16.2,4.1,1.291,31137
04/04/2024 01:54,16.2,4.1,1.291,31137
04/04/2024 01:44,16.2,4.1,1.291,31137
04/04/2024 01:34,15.8,4.1,1.291,31137
04/04/2024 01:24,15.8,4.1,1.292,31137
04/04/2024 01:14,15.8,4.1,1.292,31137
04/04/2024 01:04,15.8,4.1,1.292,31137
04/04/2024 00:54,15.8,4.1,1.292,31137
04/04/2024 00:44,15.8,4.1,1.292,31137
04/04/2024 00:34,15.8,4.1,1.293,31137
04/04/2024 00:24,15.8,4.1,1.293,31137
04/04/2024 00:14,15.8,4.1,1.293,31137
04/04/2024 00:04,15.8,4.1,1.293,31137
03/04/2024 23:54,15.8,4.1,1.294,31137
03/04/2024 23:44,15.8,4.15,1.294,31137
03/04/2024 23:34,16.3,4.15,1.294,31259
03/04/2024 23:24,16.3,4.15,1.292,31259
03/04/2024 23:14,16.3,4.15,1.288,31259
03/04/2024 23:04,16.3,4.15,1.293,31259
03/04/2024 22:54,16.3,4.15,1.293,31259
03/04/2024 22:44,16.3,4.15,1.293,31259
03/04/2024 22:34,16.3,4.15,1.293,31259
03/04/2024 22:24,16.3,4.15,1.293,31259
03/04/2024 22:14,16.3,4.15,1.293,31259
03/04/2024 22:04,16.3,4.15,1.293,31259
03/04/2024 21:54,16.3,4.15,1.293,31259
03/04/2024 21:44,16.3,4.45,1.293,31259
03/04/2024 21:34,16.4,4.45,1.294,31259
03/04/2024 21:24,16.4,4.45,1.294,31259
03/04/2024 21:14,16.4,4.45,1.294,31259
03/04/2024 21:04,16.4,4.45,1.292,31259
03/04/2024 20:54,16.4,4.45,1.293,31259
03/04/2024 20:44,16.4,4.45,1.295,31259
03/04/2024 20:34,16.4,4.45,1.083,31259
03/04/2024 20:24,16.4,4.45,1.041,31259
03/04/2024 20:14,16.4,4.45,1.292,31259
03/04/2024 20:04,16.4,4.45,1.188,31259
03/04/2024 19:54,16.4,4.45,1.295,31259
03/04/2024 19:44,16.45,4.45,1.293,31826
03/04/2024 19:34,16.45,4.45,1.292,31826
03/04/2024 19:24,16.45,4.45,1.292,31826
03/04/2024 19:14,16.45,4.45,1.292,31826
03/04/2024 19:04,16.45,4.45,1.292,31826
03/04/2024 18:54,16.45,4.45,1.292,31826
03/04/2024 18:44,16.45,4.45,1.292,31826
03/04/2024 18:34,16.45,4.45,1.131,31826
03/04/2024 18:24,16.45,4.45,1.291,31826
03/04/2024 18:14,16.45,4.45,1.142,31826
03/04/2024 18:04,16.45,4.45,1.293,31826
03/04/2024 17:54,16.55,4.45,1.293,31826
03/04/2024 17:44,16.55,4.45,1.293,31826
03/04/2024 17:34,16.55,4.45,1.295,31826
03/04/2024 17:24,16.55,4.45,1.26,31826
03/04/2024 17:14,16.55,4.45,1.091,31826
03/04/2024 17:04,16.55,4.45,1.288,31826
03/04/2024 16:54,16.55,4.45,1.297,31826
03/04/2024 16:44,16.55,4.45,1.061,31826
03/04/2024 16:34,16.55,4.45,1.297,31826
03/04/2024 16:24,16.55,4.45,1.297,31826
03/04/2024 16:14,16.55,4.45,1.297,31826
03/04/2024 16:04,16.55,4.45,1.297,31826
03/04/2024 15:54,16.55,4.45,1.291,31826
03/04/2024 15:44,16.55,4.45,1.219,31826
03/04/2024 15:34,16.55,4.45,1.299,31826
03/04/2024 15:24,16.6,4.45,1.299,30864
03/04/2024 15:14,16.6,4.45,1.299,30864
03/04/2024 15:04,16.6,4.45,1.12,30864
03/04/2024 14:54,16.6,4.45,1.299,30864
03/04/2024 14:44,16.6,4.45,1.299,30864
03/04/2024 14:34,16.6,4.45,1.299,30864
03/04/2024 14:24,16.6,4.45,1.3,30864
03/04/2024 14:14,16.6,4.45,1.3,30864
03/04/2024 14:04,16.6,4.45,1.3,30864
03/04/2024 13:54,16.6,4.45,1.3,30864
03/04/2024 13:44,16.6,4.45,1.3,30864
03/04/2024 13:34,16.57,4.45,1.299,30864
03/04/2024 13:24,16.57,4.45,1.299,30864
03/04/2024 13:14,16.57,4.45,1.299,30864
03/04/2024 13:04,16.57,4.45,1.298,30864
03/04/2024 12:54,16.57,4.45,1.298,30864
03/04/2024 12:44,16.57,4.45,1.298,30864
03/04/2024 12:34,16.57,4.45,1.298,30864
03/04/2024 12:24,16.57,4.45,1.297,30864
03/04/2024 12:14,16.57,4.45,1.297,30864
03/04/2024 12:04,16.57,4.45,1.296,30864
03/04/2024 11:54,16.45,4.35,1.296,30966
03/04/2024 11:44,16.45,4.35,1.295,30966
03/04/2024 11:34,16.45,4.35,1.181,30966
03/04/2024 11:24,16.45,4.35,1.295,30966
03/04/2024 11:14,16.45,4.35,1.295,30966
03/04/2024 11:04,16.45,4.35,1.295,30966
03/04/2024 10:54,16.45,4.35,1.295,30966
03/04/2024 10:44,16.45,4.35,1.295,30966
03/04/2024 10:34,16.45,4.35,1.295,30966
03/04/2024 10:24,16.45,4.35,1.294,30966
03/04/2024 10:14,16.45,4.35,1.294,30966
03/04/2024 10:04,16.45,4.35,1.294,30966
03/04/2024 09:54,16.45,4.35,1.294,30966
03/04/2024 09:44,16.45,4.35,1.294,30966
03/04/2024 09:34,16.31,4.35,1.25,30966
03/04/2024 09:24,16.31,4.35,1.291,30966
03/04/2024 09:14,16.31,4.35,1.292,30966
03/04/2024 09:04,16.31,4.35,1.293,30966
03/04/2024 08:54,16.31,4.35,1.293,30966
03/04/2024 08:44,16.31,4.35,1.292,30966
03/04/2024 08:34,16.31,4.35,1.292,30966
03/04/2024 08:24,16.2,4.3,1.292,30272
